timestamp,P1
2021-01-31 11:00:57,135
2021-01-31 11:00:58,135
2021-01-31 11:00:59,135
2021-01-31 11:01:00,135
2021-01-31 11:01:01,135
2021-01-31 11:01:02,135
2021-01-31 11:01:03,135
2021-01-31 11:01:04,135
2021-01-31 11:01:05,135
2021-01-31 11:01:06,135
2021-01-31 11:01:07,135
2021-01-31 11:01:08,135
2021-01-31 11:01:09,135
2021-01-31 11:01:10,135
2021-01-31 11:01:11,135
2021-01-31 11:01:12,135
2021-01-31 11:01:13,135
2021-01-31 11:01:14,135
2021-01-31 11:01:15,135
2021-01-31 11:01:16,135
2021-01-31 11:01:17,135
2021-01-31 11:01:18,135
2021-01-31 11:01:19,247
2021-01-31 11:01:20,247
2021-01-31 11:01:21,247
2021-01-31 11:01:22,247
2021-01-31 11:01:23,247
2021-01-31 11:01:24,247
2021-01-31 11:01:25,247
2021-01-31 11:01:26,247
2021-01-31 11:01:27,247
2021-01-31 11:01:28,247
2021-01-31 11:01:29,247
2021-01-31 11:01:30,247
2021-01-31 11:01:31,247
2021-01-31 11:01:32,247
2021-01-31 11:01:33,247
2021-01-31 11:01:34,247
2021-01-31 11:01:35,247
2021-01-31 11:01:36,247
2021-01-31 11:01:37,247
2021-01-31 11:01:38,247
2021-01-31 11:01:39,247
2021-01-31 11:01:40,247
2021-01-31 11:01:41,247
2021-01-31 11:01:42,247
2021-01-31 11:01:43,247
2021-01-31 11:01:44,247
2021-01-31 11:01:45,247
2021-01-31 11:01:46,247
2021-01-31 11:01:47,247
2021-01-31 11:01:48,247
2021-01-31 11:01:49,360
2021-01-31 11:01:50,360
2021-01-31 11:01:51,360
2021-01-31 11:01:52,360
2021-01-31 11:01:53,360
2021-01-31 11:01:54,360
2021-01-31 11:01:55,360
2021-01-31 11:01:56,360
2021-01-31 11:01:57,360
2021-01-31 11:01:58,360
2021-01-31 11:01:59,360
2021-01-31 11:02:00,360
2021-01-31 11:02:01,360
2021-01-31 11:02:02,360
2021-01-31 11:02:03,360
2021-01-31 11:02:04,6400
2021-01-31 11:02:05,6400
2021-01-31 11:02:06,4387
2021-01-31 11:02:07,25984
2021-01-31 11:02:08,25984
2021-01-31 11:02:09,25984
2021-01-31 11:02:10,25984
2021-01-31 11:02:11,25984
2021-01-31 11:02:12,25984
2021-01-31 11:02:13,25984
2021-01-31 11:02:14,25984
2021-01-31 11:02:15,25984
2021-01-31 11:02:16,24207
2021-01-31 11:02:17,24207
2021-01-31 11:02:18,24207
2021-01-31 11:02:19,24207
2021-01-31 11:02:20,24184
2021-01-31 11:02:21,24184
2021-01-31 11:02:22,24184
2021-01-31 11:02:23,24184
2021-01-31 11:02:24,24184
2021-01-31 11:02:25,24184
2021-01-31 11:02:26,24184
2021-01-31 11:02:27,24184
2021-01-31 11:02:28,24184
2021-01-31 11:02:29,24184
2021-01-31 11:02:30,24184
2021-01-31 11:02:31,24184
2021-01-31 11:02:32,24184
2021-01-31 11:02:33,24184
2021-01-31 11:02:34,24184
2021-01-31 11:02:35,24184
2021-01-31 11:02:36,24184
2021-01-31 11:02:37,24184
2021-01-31 11:02:38,24184
2021-01-31 11:02:39,24184
2021-01-31 11:02:40,24184
2021-01-31 11:02:41,24184
2021-01-31 11:02:42,24184
2021-01-31 11:02:43,24184
2021-01-31 11:02:44,24184
2021-01-31 11:02:45,24184
2021-01-31 11:02:46,24184
2021-01-31 11:02:47,24184
2021-01-31 11:02:48,24184
2021-01-31 11:02:49,24184
2021-01-31 11:02:50,23723
2021-01-31 11:02:51,23723
2021-01-31 11:02:52,23723
2021-01-31 11:02:53,23723
2021-01-31 11:02:54,23723
2021-01-31 11:02:55,23723
2021-01-31 11:02:56,23723
2021-01-31 11:02:57,23723
2021-01-31 11:02:58,23723
2021-01-31 11:02:59,23723
2021-01-31 11:03:00,23723
2021-01-31 11:03:01,23723
2021-01-31 11:03:02,23723
2021-01-31 11:03:03,23723
2021-01-31 11:03:04,23723
2021-01-31 11:03:05,23723
2021-01-31 11:03:06,23723
2021-01-31 11:03:07,23723
2021-01-31 11:03:08,23723
2021-01-31 11:03:09,23723
2021-01-31 11:03:10,23723
2021-01-31 11:03:11,23723
2021-01-31 11:03:12,23723
2021-01-31 11:03:13,23723
2021-01-31 11:03:14,23723
2021-01-31 11:03:15,23723
2021-01-31 11:03:16,23723
2021-01-31 11:03:17,23723
2021-01-31 11:03:18,23723
2021-01-31 11:03:19,23723
2021-01-31 11:03:20,23700
2021-01-31 11:03:21,23700
2021-01-31 11:03:22,23700
2021-01-31 11:03:23,23700
2021-01-31 11:03:24,23700
2021-01-31 11:03:25,23700
2021-01-31 11:03:26,23700
2021-01-31 11:03:27,23700
2021-01-31 11:03:28,23700
2021-01-31 11:03:29,23700
2021-01-31 11:03:30,23700
2021-01-31 11:03:31,23700
2021-01-31 11:03:32,23700
2021-01-31 11:03:33,23700
2021-01-31 11:03:34,23700
2021-01-31 11:03:35,23700
2021-01-31 11:03:36,23700
2021-01-31 11:03:37,23700
2021-01-31 11:03:38,23700
2021-01-31 11:03:39,23700
2021-01-31 11:03:40,23700
2021-01-31 11:03:41,23700
2021-01-31 11:03:42,23700
2021-01-31 11:03:43,23700
2021-01-31 11:03:44,23700
2021-01-31 11:03:45,23700
2021-01-31 11:03:46,23700
2021-01-31 11:03:47,23700
2021-01-31 11:03:48,23700
2021-01-31 11:03:49,23700
2021-01-31 11:03:50,24276
2021-01-31 11:03:51,24276
2021-01-31 11:03:52,24276
2021-01-31 11:03:53,24276
2021-01-31 11:03:54,24276
2021-01-31 11:03:55,24276
2021-01-31 11:03:56,24276
2021-01-31 11:03:57,24276
2021-01-31 11:03:58,24276
2021-01-31 11:03:59,24276
2021-01-31 11:04:00,24276
2021-01-31 11:04:01,24276
2021-01-31 11:04:02,24276
2021-01-31 11:04:03,24276
2021-01-31 11:04:04,24276
2021-01-31 11:04:05,24276
2021-01-31 11:04:06,24276
2021-01-31 11:04:07,24276
2021-01-31 11:04:08,24276
2021-01-31 11:04:09,24276
2021-01-31 11:04:10,24276
2021-01-31 11:04:11,24276
2021-01-31 11:04:12,24276
2021-01-31 11:04:13,24276
2021-01-31 11:04:14,24276
2021-01-31 11:04:15,24276
2021-01-31 11:04:16,24276
2021-01-31 11:04:17,24276
2021-01-31 11:04:18,24276
2021-01-31 11:04:19,24276
2021-01-31 11:04:20,24115
2021-01-31 11:04:21,24115
2021-01-31 11:04:22,24115
2021-01-31 11:04:23,24115
2021-01-31 11:04:24,24115
2021-01-31 11:04:25,24115
2021-01-31 11:04:26,24115
2021-01-31 11:04:27,24115
2021-01-31 11:04:28,24115
2021-01-31 11:04:29,24115
2021-01-31 11:04:30,24115
2021-01-31 11:04:31,24115
2021-01-31 11:04:32,24115
2021-01-31 11:04:33,24115
2021-01-31 11:04:34,24115
2021-01-31 11:04:35,24115
2021-01-31 11:04:36,24115
2021-01-31 11:04:37,24115
2021-01-31 11:04:38,24115
2021-01-31 11:04:39,24115
2021-01-31 11:04:40,24115
2021-01-31 11:04:41,24115
2021-01-31 11:04:42,24115
2021-01-31 11:04:43,24115
2021-01-31 11:04:44,24115
2021-01-31 11:04:45,24115
2021-01-31 11:04:46,24115
2021-01-31 11:04:47,24115
2021-01-31 11:04:48,24115
2021-01-31 11:04:49,24115
2021-01-31 11:04:50,23884
2021-01-31 11:04:51,23884
2021-01-31 11:04:52,23884
2021-01-31 11:04:53,23884
2021-01-31 11:04:54,23884
2021-01-31 11:04:55,23884
2021-01-31 11:04:56,23884
2021-01-31 11:04:57,23884
2021-01-31 11:04:58,23884
2021-01-31 11:04:59,23884
2021-01-31 11:05:00,23884
2021-01-31 11:05:01,23884
2021-01-31 11:05:02,23884
2021-01-31 11:05:03,23884
2021-01-31 11:05:04,23884
2021-01-31 11:05:05,23884
2021-01-31 11:05:06,23884
2021-01-31 11:05:07,23884
2021-01-31 11:05:08,23884
2021-01-31 11:05:09,23884
2021-01-31 11:05:10,23884
2021-01-31 11:05:11,23884
2021-01-31 11:05:12,23884
2021-01-31 11:05:13,23884
2021-01-31 11:05:14,23884
2021-01-31 11:05:15,23884
2021-01-31 11:05:16,23884
2021-01-31 11:05:17,23884
2021-01-31 11:05:18,23884
2021-01-31 11:05:19,23884
2021-01-31 11:05:20,23746
2021-01-31 11:05:21,23746
2021-01-31 11:05:22,23746
2021-01-31 11:05:23,23746
2021-01-31 11:05:24,23746
2021-01-31 11:05:25,23746
2021-01-31 11:05:26,23746
2021-01-31 11:05:27,23746
2021-01-31 11:05:28,23746
2021-01-31 11:05:29,23746
2021-01-31 11:05:30,23746
2021-01-31 11:05:31,23746
2021-01-31 11:05:32,23746
2021-01-31 11:05:33,23746
2021-01-31 11:05:34,23746
2021-01-31 11:05:35,23746
2021-01-31 11:05:36,23746
2021-01-31 11:05:37,23746
2021-01-31 11:05:38,23746
2021-01-31 11:05:39,23746
2021-01-31 11:05:40,23746
2021-01-31 11:05:41,23746
2021-01-31 11:05:42,23746
2021-01-31 11:05:43,23746
2021-01-31 11:05:44,23746
2021-01-31 11:05:45,23746
2021-01-31 11:05:46,23746
2021-01-31 11:05:47,23746
2021-01-31 11:05:48,23746
2021-01-31 11:05:49,23746
2021-01-31 11:05:50,24069
2021-01-31 11:05:51,24069
2021-01-31 11:05:52,24069
2021-01-31 11:05:53,24069
2021-01-31 11:05:54,24069
2021-01-31 11:05:55,24069
2021-01-31 11:05:56,24069
2021-01-31 11:05:57,24069
2021-01-31 11:05:58,24069
2021-01-31 11:05:59,24069
2021-01-31 11:06:00,24069
2021-01-31 11:06:01,24069
2021-01-31 11:06:02,24069
2021-01-31 11:06:03,24069
2021-01-31 11:06:04,24069
2021-01-31 11:06:05,24069
2021-01-31 11:06:06,24069
2021-01-31 11:06:07,24069
2021-01-31 11:06:08,24069
2021-01-31 11:06:09,24069
2021-01-31 11:06:10,24069
2021-01-31 11:06:11,24069
2021-01-31 11:06:12,24069
2021-01-31 11:06:13,24069
2021-01-31 11:06:14,24069
2021-01-31 11:06:15,24069
2021-01-31 11:06:16,24069
2021-01-31 11:06:17,24069
2021-01-31 11:06:18,24069
2021-01-31 11:06:19,24069
2021-01-31 11:06:20,23792
2021-01-31 11:06:21,23792
2021-01-31 11:06:22,23792
2021-01-31 11:06:23,23792
2021-01-31 11:06:24,23792
2021-01-31 11:06:25,23792
2021-01-31 11:06:26,23792
2021-01-31 11:06:27,23792
2021-01-31 11:06:28,23792
2021-01-31 11:06:29,23792
2021-01-31 11:06:30,23792
2021-01-31 11:06:31,23792
2021-01-31 11:06:32,23792
2021-01-31 11:06:33,23792
2021-01-31 11:06:34,23792
2021-01-31 11:06:35,23792
2021-01-31 11:06:36,23792
2021-01-31 11:06:37,23792
2021-01-31 11:06:38,23792
2021-01-31 11:06:39,23792
2021-01-31 11:06:40,23792
2021-01-31 11:06:41,23792
2021-01-31 11:06:42,23792
2021-01-31 11:06:43,23792
2021-01-31 11:06:44,23792
2021-01-31 11:06:45,23792
2021-01-31 11:06:46,23792
2021-01-31 11:06:47,23792
2021-01-31 11:06:48,23792
2021-01-31 11:06:49,23792
2021-01-31 11:06:50,23584
2021-01-31 11:06:51,23584
2021-01-31 11:06:52,23584
2021-01-31 11:06:53,23584
2021-01-31 11:06:54,23584
2021-01-31 11:06:55,23584
2021-01-31 11:06:56,23584
2021-01-31 11:06:57,23584
2021-01-31 11:06:58,23584
2021-01-31 11:06:59,23584
2021-01-31 11:07:00,23584
2021-01-31 11:07:01,23584
2021-01-31 11:07:02,23584
2021-01-31 11:07:03,23584
2021-01-31 11:07:04,23584
2021-01-31 11:07:05,23584
2021-01-31 11:07:06,23584
2021-01-31 11:07:07,23584
2021-01-31 11:07:08,23584
2021-01-31 11:07:09,23584
2021-01-31 11:07:10,23584
2021-01-31 11:07:11,23584
2021-01-31 11:07:12,23584
2021-01-31 11:07:13,23584
2021-01-31 11:07:14,23584
2021-01-31 11:07:15,23584
2021-01-31 11:07:16,23584
2021-01-31 11:07:17,23584
2021-01-31 11:07:18,23584
2021-01-31 11:07:19,23584
2021-01-31 11:07:20,23469
2021-01-31 11:07:21,23469
2021-01-31 11:07:22,23469
2021-01-31 11:07:23,23469
2021-01-31 11:07:24,23469
2021-01-31 11:07:25,23469
2021-01-31 11:07:26,23469
2021-01-31 11:07:27,23469
2021-01-31 11:07:28,23469
2021-01-31 11:07:29,23469
2021-01-31 11:07:30,23469
2021-01-31 11:07:31,23469
2021-01-31 11:07:32,23469
2021-01-31 11:07:33,23469
2021-01-31 11:07:34,23469
2021-01-31 11:07:35,23469
2021-01-31 11:07:36,23469
2021-01-31 11:07:37,23469
2021-01-31 11:07:38,23469
2021-01-31 11:07:39,23469
2021-01-31 11:07:40,23469
2021-01-31 11:07:41,23469
2021-01-31 11:07:42,23469
2021-01-31 11:07:43,23469
2021-01-31 11:07:44,23469
2021-01-31 11:07:45,23469
2021-01-31 11:07:46,23469
2021-01-31 11:07:47,23469
2021-01-31 11:07:48,23469
2021-01-31 11:07:49,23469
2021-01-31 11:07:50,23769
2021-01-31 11:07:51,23769
2021-01-31 11:07:52,23769
2021-01-31 11:07:53,23769
2021-01-31 11:07:54,23769
2021-01-31 11:07:55,23769
2021-01-31 11:07:56,23769
2021-01-31 11:07:57,23769
2021-01-31 11:07:58,23769
2021-01-31 11:07:59,23769
2021-01-31 11:08:00,23769
2021-01-31 11:08:01,23769
2021-01-31 11:08:02,23769
2021-01-31 11:08:03,23769
2021-01-31 11:08:04,23769
2021-01-31 11:08:05,23769
2021-01-31 11:08:06,23769
2021-01-31 11:08:07,23769
2021-01-31 11:08:08,23769
2021-01-31 11:08:09,23769
2021-01-31 11:08:10,23769
2021-01-31 11:08:11,23769
2021-01-31 11:08:12,23769
2021-01-31 11:08:13,23769
2021-01-31 11:08:14,23769
2021-01-31 11:08:15,23769
2021-01-31 11:08:16,23769
2021-01-31 11:08:17,23769
2021-01-31 11:08:18,23769
2021-01-31 11:08:19,23769
2021-01-31 11:08:20,23700
2021-01-31 11:08:21,23700
2021-01-31 11:08:22,23700
2021-01-31 11:08:23,23700
2021-01-31 11:08:24,23700
2021-01-31 11:08:25,23700
2021-01-31 11:08:26,23700
2021-01-31 11:08:27,23700
2021-01-31 11:08:28,23700
2021-01-31 11:08:29,23700
2021-01-31 11:08:30,23700
2021-01-31 11:08:31,23700
2021-01-31 11:08:32,23700
2021-01-31 11:08:33,23700
2021-01-31 11:08:34,23700
2021-01-31 11:08:35,23700
2021-01-31 11:08:36,23700
2021-01-31 11:08:37,23700
2021-01-31 11:08:38,23700
2021-01-31 11:08:39,23700
2021-01-31 11:08:40,23700
2021-01-31 11:08:41,23700
2021-01-31 11:08:42,23700
2021-01-31 11:08:43,23700
2021-01-31 11:08:44,23700
2021-01-31 11:08:45,23700
2021-01-31 11:08:46,23700
2021-01-31 11:08:47,23700
2021-01-31 11:08:48,23700
2021-01-31 11:08:49,23700
2021-01-31 11:08:50,23446
2021-01-31 11:08:51,23446
2021-01-31 11:08:52,23446
2021-01-31 11:08:53,23446
2021-01-31 11:08:54,23446
2021-01-31 11:08:55,23446
2021-01-31 11:08:56,23446
2021-01-31 11:08:57,23446
2021-01-31 11:08:58,23446
2021-01-31 11:08:59,23446
2021-01-31 11:09:00,23446
2021-01-31 11:09:01,23446
2021-01-31 11:09:02,23446
2021-01-31 11:09:03,23446
2021-01-31 11:09:04,23446
2021-01-31 11:09:05,23446
2021-01-31 11:09:06,23446
2021-01-31 11:09:07,23446
2021-01-31 11:09:08,23446
2021-01-31 11:09:09,23446
2021-01-31 11:09:10,23446
2021-01-31 11:09:11,23446
2021-01-31 11:09:12,23446
2021-01-31 11:09:13,23446
2021-01-31 11:09:14,23446
2021-01-31 11:09:15,23446
2021-01-31 11:09:16,23446
2021-01-31 11:09:17,23446
2021-01-31 11:09:18,23446
2021-01-31 11:09:19,23446
2021-01-31 11:09:20,23607
2021-01-31 11:09:21,23607
2021-01-31 11:09:22,23607
2021-01-31 11:09:23,23607
2021-01-31 11:09:24,23607
2021-01-31 11:09:25,23607
2021-01-31 11:09:26,23607
2021-01-31 11:09:27,23607
2021-01-31 11:09:28,23607
2021-01-31 11:09:29,23607
2021-01-31 11:09:30,23607
2021-01-31 11:09:31,23607
2021-01-31 11:09:32,23607
2021-01-31 11:09:33,23607
2021-01-31 11:09:34,23607
2021-01-31 11:09:35,23607
2021-01-31 11:09:36,23607
2021-01-31 11:09:37,23607
2021-01-31 11:09:38,23607
2021-01-31 11:09:39,23607
2021-01-31 11:09:40,23607
2021-01-31 11:09:41,23607
2021-01-31 11:09:42,23607
2021-01-31 11:09:43,23607
2021-01-31 11:09:44,23607
2021-01-31 11:09:45,23607
2021-01-31 11:09:46,23607
2021-01-31 11:09:47,23607
2021-01-31 11:09:48,23607
2021-01-31 11:09:49,23607
2021-01-31 11:09:50,23792
2021-01-31 11:09:51,23792
2021-01-31 11:09:52,23792
2021-01-31 11:09:53,23792
2021-01-31 11:09:54,23792
2021-01-31 11:09:55,23792
2021-01-31 11:09:56,23792
2021-01-31 11:09:57,23792
2021-01-31 11:09:58,23792
2021-01-31 11:09:59,23792
2021-01-31 11:10:00,23792
2021-01-31 11:10:01,23792
2021-01-31 11:10:02,23792
2021-01-31 11:10:03,23792
2021-01-31 11:10:04,23792
2021-01-31 11:10:05,23792
2021-01-31 11:10:06,23792
2021-01-31 11:10:07,23792
2021-01-31 11:10:08,23792
2021-01-31 11:10:09,23792
2021-01-31 11:10:10,23792
2021-01-31 11:10:11,23792
2021-01-31 11:10:12,23792
2021-01-31 11:10:13,23792
2021-01-31 11:10:14,23792
2021-01-31 11:10:15,23792
2021-01-31 11:10:16,23792
2021-01-31 11:10:17,23792
2021-01-31 11:10:18,23792
2021-01-31 11:10:19,23792
2021-01-31 11:10:20,23976
2021-01-31 11:10:21,23976
2021-01-31 11:10:22,23976
2021-01-31 11:10:23,23976
2021-01-31 11:10:24,23976
2021-01-31 11:10:25,23976
2021-01-31 11:10:26,23976
2021-01-31 11:10:27,23976
2021-01-31 11:10:28,23976
2021-01-31 11:10:29,23976
2021-01-31 11:10:30,23976
2021-01-31 11:10:31,23976
2021-01-31 11:10:32,23976
2021-01-31 11:10:33,23976
2021-01-31 11:10:34,23976
2021-01-31 11:10:35,23976
2021-01-31 11:10:36,23976
2021-01-31 11:10:37,23976
2021-01-31 11:10:38,23976
2021-01-31 11:10:39,23976
2021-01-31 11:10:40,23976
2021-01-31 11:10:41,23976
2021-01-31 11:10:42,23976
2021-01-31 11:10:43,23976
2021-01-31 11:10:44,23976
2021-01-31 11:10:45,23976
2021-01-31 11:10:46,23976
2021-01-31 11:10:47,23976
2021-01-31 11:10:48,23976
2021-01-31 11:10:49,23976
2021-01-31 11:10:50,23538
2021-01-31 11:10:51,23538
2021-01-31 11:10:52,23538
2021-01-31 11:10:53,23538
2021-01-31 11:10:54,23538
2021-01-31 11:10:55,23538
2021-01-31 11:10:56,23538
2021-01-31 11:10:57,23538
2021-01-31 11:10:58,23538
2021-01-31 11:10:59,23538
2021-01-31 11:11:00,23538
2021-01-31 11:11:01,23538
2021-01-31 11:11:02,23538
2021-01-31 11:11:03,23538
2021-01-31 11:11:04,23538
2021-01-31 11:11:05,23538
2021-01-31 11:11:06,23538
2021-01-31 11:11:07,23538
2021-01-31 11:11:08,23538
2021-01-31 11:11:09,23538
2021-01-31 11:11:10,23538
2021-01-31 11:11:11,23538
2021-01-31 11:11:12,23538
2021-01-31 11:11:13,23538
2021-01-31 11:11:14,23538
2021-01-31 11:11:15,23538
2021-01-31 11:11:16,23538
2021-01-31 11:11:17,23538
2021-01-31 11:11:18,23538
2021-01-31 11:11:19,23538
2021-01-31 11:11:20,23769
2021-01-31 11:11:21,23769
2021-01-31 11:11:22,23769
2021-01-31 11:11:23,23769
2021-01-31 11:11:24,23769
2021-01-31 11:11:25,23769
2021-01-31 11:11:26,23769
2021-01-31 11:11:27,23769
2021-01-31 11:11:28,23769
2021-01-31 11:11:29,23769
2021-01-31 11:11:30,23769
2021-01-31 11:11:31,23769
2021-01-31 11:11:32,23769
2021-01-31 11:11:33,23769
2021-01-31 11:11:34,23769
2021-01-31 11:11:35,23769
2021-01-31 11:11:36,23769
2021-01-31 11:11:37,23769
2021-01-31 11:11:38,23769
2021-01-31 11:11:39,23769
2021-01-31 11:11:40,23769
2021-01-31 11:11:41,23769
2021-01-31 11:11:42,23769
2021-01-31 11:11:43,23769
2021-01-31 11:11:44,23769
2021-01-31 11:11:45,23769
2021-01-31 11:11:46,23769
2021-01-31 11:11:47,23769
2021-01-31 11:11:48,23769
2021-01-31 11:11:49,23769
2021-01-31 11:11:50,23607
2021-01-31 11:11:51,23607
2021-01-31 11:11:52,23607
2021-01-31 11:11:53,23607
2021-01-31 11:11:54,23607
2021-01-31 11:11:55,23607
2021-01-31 11:11:56,23607
2021-01-31 11:11:57,23607
2021-01-31 11:11:58,23607
2021-01-31 11:11:59,23607
2021-01-31 11:12:00,23607
2021-01-31 11:12:01,23607
2021-01-31 11:12:02,23607
2021-01-31 11:12:03,23607
2021-01-31 11:12:04,23607
2021-01-31 11:12:05,23607
2021-01-31 11:12:06,23607
2021-01-31 11:12:07,23607
2021-01-31 11:12:08,23607
2021-01-31 11:12:09,23607
2021-01-31 11:12:10,23607
2021-01-31 11:12:11,23607
2021-01-31 11:12:12,23607
2021-01-31 11:12:13,23607
2021-01-31 11:12:14,23607
2021-01-31 11:12:15,23607
2021-01-31 11:12:16,23607
2021-01-31 11:12:17,23607
2021-01-31 11:12:18,23607
2021-01-31 11:12:19,23607
2021-01-31 11:12:20,23446
2021-01-31 11:12:21,23446
2021-01-31 11:12:22,23446
2021-01-31 11:12:23,23446
2021-01-31 11:12:24,23446
2021-01-31 11:12:25,23446
2021-01-31 11:12:26,23446
2021-01-31 11:12:27,23446
2021-01-31 11:12:28,23446
2021-01-31 11:12:29,23446
2021-01-31 11:12:30,23446
2021-01-31 11:12:31,23446
2021-01-31 11:12:32,23446
2021-01-31 11:12:33,23446
2021-01-31 11:12:34,23446
2021-01-31 11:12:35,23446
2021-01-31 11:12:36,23446
2021-01-31 11:12:37,23446
2021-01-31 11:12:38,23446
2021-01-31 11:12:39,23446
2021-01-31 11:12:40,23446
2021-01-31 11:12:41,23446
2021-01-31 11:12:42,23446
2021-01-31 11:12:43,23446
2021-01-31 11:12:44,23446
2021-01-31 11:12:45,23446
2021-01-31 11:12:46,23446
2021-01-31 11:12:47,23446
2021-01-31 11:12:48,23446
2021-01-31 11:12:49,23446
2021-01-31 11:12:50,23446
2021-01-31 11:12:51,23446
2021-01-31 11:12:52,23446
2021-01-31 11:12:53,23446
2021-01-31 11:12:54,23446
2021-01-31 11:12:55,23446
2021-01-31 11:12:56,23446
2021-01-31 11:12:57,23446
2021-01-31 11:12:58,23446
2021-01-31 11:12:59,23446
2021-01-31 11:13:00,23446
2021-01-31 11:13:01,23446
2021-01-31 11:13:02,23446
2021-01-31 11:13:03,23446
2021-01-31 11:13:04,23446
2021-01-31 11:13:05,23446
2021-01-31 11:13:06,23446
2021-01-31 11:13:07,23446
2021-01-31 11:13:08,23446
2021-01-31 11:13:09,23446
2021-01-31 11:13:10,23446
2021-01-31 11:13:11,23446
2021-01-31 11:13:12,23446
2021-01-31 11:13:13,23446
2021-01-31 11:13:14,23446
2021-01-31 11:13:15,23446
2021-01-31 11:13:16,23446
2021-01-31 11:13:17,23446
2021-01-31 11:13:18,23446
2021-01-31 11:13:19,23446
2021-01-31 11:13:20,23746
2021-01-31 11:13:21,23746
2021-01-31 11:13:22,23746
2021-01-31 11:13:23,23746
2021-01-31 11:13:24,23746
2021-01-31 11:13:25,23746
2021-01-31 11:13:26,23746
2021-01-31 11:13:27,23746
2021-01-31 11:13:28,23746
2021-01-31 11:13:29,23746
2021-01-31 11:13:30,23746
2021-01-31 11:13:31,23746
2021-01-31 11:13:32,23746
2021-01-31 11:13:33,23746
2021-01-31 11:13:34,23746
2021-01-31 11:13:35,23746
2021-01-31 11:13:36,23746
2021-01-31 11:13:37,23746
2021-01-31 11:13:38,23746
2021-01-31 11:13:39,23746
2021-01-31 11:13:40,23746
2021-01-31 11:13:41,23746
2021-01-31 11:13:42,23746
2021-01-31 11:13:43,23746
2021-01-31 11:13:44,23746
2021-01-31 11:13:45,23746
2021-01-31 11:13:46,23746
2021-01-31 11:13:47,23746
2021-01-31 11:13:48,23746
2021-01-31 11:13:49,23746
2021-01-31 11:13:50,24023
