# file...... wh1.csv
# date...... Sat Feb 13 14:03:12 2021
# user...... semae
# host...... (null)
# target.... waterheater 26
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,load_state,heatgain,height,waterheater_model,water_demand,temperature,is_waterheater_on
2021-02-07 11:04:23 PST,DEPLETING,+156.112,+3.78239,ONEZNODE,+0,+119.976,+0
2021-02-07 11:04:24 PST,DEPLETING,+156.112,+3.78239,ONEZNODE,+0,+119.976,+0
2021-02-07 11:04:25 PST,DEPLETING,+156.111,+3.78239,ONEZNODE,+0,+119.976,+0
2021-02-07 11:04:26 PST,DEPLETING,+156.11,+3.78239,ONEZNODE,+0,+119.975,+0
2021-02-07 11:04:27 PST,DEPLETING,+156.109,+3.78239,ONEZNODE,+0,+119.975,+0
2021-02-07 11:04:28 PST,DEPLETING,+156.109,+3.78239,ONEZNODE,+0,+119.975,+0
2021-02-07 11:04:29 PST,DEPLETING,+156.108,+3.78239,ONEZNODE,+0,+119.975,+0
2021-02-07 11:04:30 PST,DEPLETING,+156.107,+3.78239,ONEZNODE,+0,+119.975,+0
2021-02-07 11:04:31 PST,DEPLETING,+156.106,+3.78239,ONEZNODE,+0,+119.975,+0
2021-02-07 11:04:32 PST,DEPLETING,+156.105,+3.78239,ONEZNODE,+0,+119.975,+0
2021-02-07 11:04:33 PST,DEPLETING,+156.105,+3.78239,ONEZNODE,+0,+119.975,+0
2021-02-07 11:04:34 PST,DEPLETING,+156.104,+3.78239,ONEZNODE,+0,+119.975,+0
2021-02-07 11:04:35 PST,DEPLETING,+156.103,+3.78239,ONEZNODE,+0,+119.975,+0
2021-02-07 11:04:36 PST,DEPLETING,+156.102,+3.78239,ONEZNODE,+0,+119.974,+0
2021-02-07 11:04:37 PST,DEPLETING,+156.102,+3.78239,ONEZNODE,+0,+119.974,+0
2021-02-07 11:04:38 PST,DEPLETING,+156.101,+3.78239,ONEZNODE,+0,+119.974,+0
2021-02-07 11:04:39 PST,DEPLETING,+156.1,+3.78239,ONEZNODE,+0,+119.974,+0
2021-02-07 11:04:40 PST,DEPLETING,+156.099,+3.78239,ONEZNODE,+0,+119.974,+0
2021-02-07 11:04:41 PST,DEPLETING,+156.098,+3.78239,ONEZNODE,+0,+119.974,+0
